User,Location,Weekday,Start,End,RelativeFrequency
F176,Gym,Sunday,11:30,13:00,0.0
F176,Gym,Sunday,13:30,15:44,0.0
F176,Gym,Sunday,15:45,16:15,0.0
F176,Gym,Sunday,16:45,17:59,0.0
F176,Gym,Sunday,18:00,19:30,0.0
F176,Room,Monday,10:15,11:29,0.0
F176,Room,Monday,11:30,13:00,0.0
F176,Room,Monday,13:30,15:44,1.0
F176,Room,Monday,15:45,16:15,1.0
F176,Room,Monday,16:45,17:59,0.0
F176,Room,Monday,18:00,19:30,0.0
F176,Room,Tuesday,10:15,11:29,0.0
F176,Room,Tuesday,11:30,13:00,0.0
F176,Room,Tuesday,13:30,15:44,1.0
F176,Room,Tuesday,15:45,16:15,1.0
F176,Room,Tuesday,16:45,17:59,0.0
F176,Room,Tuesday,18:00,19:30,1.0
F176,Room,Wednesday,10:15,11:29,0.0
F176,Room,Wednesday,11:30,13:00,0.0
F176,Room,Wednesday,13:30,15:44,1.0
F176,Room,Wednesday,15:45,16:15,0.0
F176,Room,Wednesday,16:45,17:59,0.0
F176,Room,Wednesday,18:00,19:30,0.0
F176,Room,Thursday,10:15,11:29,0.0
F176,Room,Thursday,11:30,13:00,0.0
F176,Room,Thursday,13:30,15:44,1.0
F176,Room,Thursday,15:45,16:15,1.0
F176,Room,Thursday,16:45,17:59,0.0
F176,Room,Thursday,18:00,19:30,1.0
F176,Room,Friday,10:15,11:29,0.0
F176,Room,Friday,11:30,13:00,0.0
F176,Room,Friday,13:30,15:44,1.0
F176,Room,Friday,15:45,16:15,1.0
F176,Room,Friday,16:45,17:59,0.0
F176,Room,Friday,18:00,19:30,1.0
F176,Room,Saturday,10:15,11:29,0.0
F176,Room,Saturday,11:30,13:00,0.0
F176,Room,Saturday,13:30,15:44,1.0
F176,Room,Saturday,15:45,16:15,1.0
F176,Room,Saturday,16:45,17:59,0.0
F176,Room,Saturday,18:00,19:30,1.0
F176,Room,Sunday,10:15,11:29,0.0
F176,Room,Sunday,11:30,13:00,0.0
F176,Room,Sunday,13:30,15:44,1.0
F176,Room,Sunday,15:45,16:15,1.0
F176,Room,Sunday,16:45,17:59,0.0
F176,Room,Sunday,18:00,19:30,1.0
